time,country,new_cases,total_cases,total_cases_per_million,vaccinated,vaccinated_rate,vaccinated_fully_rate,fatality_rate
2021-12-05,Afghanistan,23,157454,3952.61,3530000,0.0886,0.08,0.0464
2021-12-05,Africa,14651,8740000,6362.47,158450000,0.11539999999999999,0.0766,0.0256
2021-12-05,Albania,328,201730,70217.41,1080000,0.37729999999999997,0.3396,0.0154
2021-12-05,Algeria,172,211469,4739.69,6880000,0.15410000000000001,0.1208,0.028900000000000002
2021-12-05,Andorra,0,18010,232825.71,56095,0.7252,0.6507,0.0073
2021-12-05,Angola,15,65259,1923.14,6740000,0.1986,0.0967,0.026600000000000002
2021-12-05,Anguilla,0,1414,93487.60,10079,0.6664,0.6098,0.0021
2021-12-05,Antigua and Barbuda,0,4147,42004.29,61420,0.6221,0.5808,0.0282
2021-12-05,Argentina,1294,5340000,117105.13,36990000,0.8112,0.6636,0.0218
2021-12-05,Armenia,327,340723,114793.90,835816,0.2816,0.17420000000000002,0.0225
2021-12-05,Aruba,18,16450,153458.65,83795,0.7817000000000001,0.7297,0.0106
2021-12-05,Asia,89998,82530000,17640.77,2980000000,0.6379,0.5038,0.0149
2021-12-05,Australia,1285,219121,8496.94,20110000,0.7797,0.7371,0.009399999999999999
2021-12-05,Austria,5192,1200000,132529.96,6440000,0.7118000000000001,0.6727,0.010700000000000001
2021-12-05,Azerbaijan,1394,596388,58335.90,5100000,0.4987,0.4493,0.0134
2021-12-05,Bahamas,0,22825,57506.16,154135,0.3883,0.36200000000000004,0.0304
2021-12-05,Bahrain,28,277831,158915.40,1190000,0.6809000000000001,0.6647,0.005
2021-12-05,Bangladesh,373,1580000,9485.33,64280000,0.3865,0.2274,0.0177
2021-12-05,Barbados,131,26095,90699.60,154033,0.5354,0.4806,0.0091
2021-12-05,Belarus,1757,663813,70297.82,3810000,0.40369999999999995,0.3035,0.0078000000000000005
2021-12-05,Belgium,0,1830000,157102.35,8870000,0.7620999999999999,0.7505,0.0149
2021-12-05,Belize,0,30680,75768.99,228517,0.5644,0.48219999999999996,0.0189
2021-12-05,Benin,0,24863,1996.86,1090000,0.0873,0.0704,0.006500000000000001
2021-12-05,Bermuda,0,5751,92620.63,46054,0.7417,0.7252,0.0184
2021-12-05,Bhutan,0,2641,3386.33,589482,0.7558,0.7240000000000001,0.0011
2021-12-05,Bolivia,531,543390,45921.82,5130000,0.4338,0.3568,0.0354
2021-12-05,Bonaire Sint Eustatius and Saba,14,3040,114955.57,,,,0.0072
2021-12-05,Bosnia and Herzegovina,0,277228,84949.13,882641,0.2705,,0.0458
2021-12-05,Botswana,0,195302,81469.52,921104,0.38420000000000004,0.21230000000000002,0.0124
2021-12-05,Brazil,4693,22150000,103494.19,164590000,0.7691,0.6397999999999999,0.0278
2021-12-05,British Virgin Islands,0,2809,92331.46,18288,0.6011,0.5490999999999999,0.013500000000000002
2021-12-05,Brunei,22,15186,34393.88,404371,0.9158,0.7966,0.006500000000000001
2021-12-05,Bulgaria,706,703160,101956.67,1900000,0.2761,0.2622,0.040999999999999995
2021-12-05,Burkina Faso,0,16000,744.29,442769,0.0206,0.0155,0.0179
2021-12-05,Burundi,0,20439,1667.75,1834,0.0001,0.0001,0.0019
2021-12-05,Cambodia,24,120256,7096.24,14170000,0.8362,0.7946,0.0246
2021-12-05,Cameroon,0,107148,3935.75,793725,0.0292,0.0225,0.0168
2021-12-05,Canada,2382,1820000,47695.97,30750000,0.8077,0.7645000000000001,0.016399999999999998
2021-12-05,Cape Verde,11,38450,68428.42,299770,0.5335,0.44530000000000003,0.0091
2021-12-05,Cayman Islands,0,7529,113221.45,58143,0.8744,0.8449,0.0009
2021-12-05,Central African Republic,0,11742,2386.59,375096,0.0762,0.0681,0.0086
2021-12-05,Chad,0,5703,337.16,198522,0.011699999999999999,0.0045000000000000005,0.0317
2021-12-05,Chile,1927,1770000,92260.75,16910000,0.8798999999999999,0.8445999999999999,0.0217
2021-12-05,China,61,99203,68.69,1230000000,0.8482,0.779,0.0467
2021-12-05,Colombia,2077,5080000,99112.08,37840000,0.738,0.4949,0.0254
2021-12-05,Comoros,14,4542,5112.24,282378,0.3178,0.2755,0.033
2021-12-05,Congo,0,18970,3353.36,521700,0.0922,0.0229,0.0187
2021-12-05,Cook Islands,0,2,113.82,12841,0.7308,0.7112,
2021-12-05,Costa Rica,0,567383,110406.14,3900000,0.7598,0.6379,0.0129
2021-12-05,Cote d'Ivoire,7,61824,2285.24,3120000,0.1153,0.0521,0.011399999999999999
2021-12-05,Croatia,2796,631037,154603.14,2210000,0.5409,0.4733,0.0178
2021-12-05,Cuba,88,963090,85097.43,10190000,0.9006000000000001,0.8207,0.0086
2021-12-05,Curacao,15,17485,106100.88,103136,0.6258,0.5796,0.0102
2021-12-05,Cyprus,307,136832,152713.43,628634,0.7016,0.6559,0.0044
2021-12-05,Czechia,11006,2240000,208933.74,6700000,0.6252,0.599,0.015
2021-12-05,Democratic Republic of Congo,0,58319,631.31,162994,0.0018,0.0007000000000000001,0.019
2021-12-05,Denmark,3026,509111,87576.91,4600000,0.7909999999999999,0.7687,0.0058
2021-12-05,Djibouti,0,13508,13478.39,78388,0.0782,0.026000000000000002,0.0138
2021-12-05,Dominica,0,6120,84797.43,28898,0.4004,0.3721,0.0064
2021-12-05,Dominican Republic,271,408516,37294.75,6890000,0.6291,0.5131,0.0103
2021-12-05,Ecuador,0,526870,29453.04,13860000,0.775,0.6501,0.06309999999999999
2021-12-05,Egypt,902,363162,3483.29,27980000,0.26839999999999997,0.16140000000000002,0.0571
2021-12-05,El Salvador,0,119803,18378.92,4440000,0.6809999999999999,0.6261,0.0316
2021-12-05,Equatorial Guinea,0,13599,9379.33,247933,0.171,0.13699999999999998,0.0129
2021-12-05,Eritrea,0,7458,2070.83,,,,0.008199999999999999
2021-12-05,Estonia,339,224993,169781.95,830590,0.6268,0.5985,0.008100000000000001
2021-12-05,Eswatini,136,47504,40519.67,290582,0.24789999999999998,0.2341,0.0263
2021-12-05,Ethiopia,125,372215,3157.68,8610000,0.073,0.0123,0.0183
2021-12-05,Europe,262255,76450000,102074.34,471990000,0.6302,0.5870000000000001,0.018799999999999997
2021-12-05,European Union,174098,47950000,107234.87,316270000,0.7071999999999999,0.675,0.0178
2021-12-05,Faeroe Islands,120,3916,79832.02,41387,0.8437,0.8240999999999999,0.0033
2021-12-05,Falkland Islands,0,83,23526.08,,,,
2021-12-05,Fiji,0,52543,58193.66,655857,0.7264,0.6528,0.013300000000000001
2021-12-05,Finland,0,191226,34465.31,4310000,0.7764,0.732,0.0070999999999999995
2021-12-05,France,42153,7960000,118088.81,52340000,0.7763,0.7040000000000001,0.015
2021-12-05,French Polynesia,0,46323,163955.49,165041,0.5841,0.552,0.0137
2021-12-05,Gabon,0,37477,16445.73,186639,0.0819,0.0623,0.0075
2021-12-05,Gambia,0,9992,4017.79,239974,0.0965,0.0909,0.0342
2021-12-05,Georgia,3410,865293,217422.70,1220000,0.3063,0.256,0.0143
2021-12-05,Germany,22945,6200000,73908.25,60020000,0.7153,0.6848000000000001,0.0166
2021-12-05,Ghana,0,130920,4125.79,2650000,0.0836,0.0493,0.0092
2021-12-05,Gibraltar,11,7371,218782.46,41002,1.217,1.1825,0.0134
2021-12-05,Greece,3526,966221,93167.93,7150000,0.6892,0.6425,0.019299999999999998
2021-12-05,Greenland,0,1582,27818.81,40274,0.7081999999999999,0.6602,
2021-12-05,Grenada,1,5908,52276.25,40561,0.3589,0.3061,0.0338
2021-12-05,Guatemala,310,619852,33964.74,6100000,0.33409999999999995,0.2293,0.0258
2021-12-05,Guernsey,0,0,0,,,,
2021-12-05,Guinea,0,30770,2279.73,1680000,0.1245,0.0603,0.0126
2021-12-05,Guinea-Bissau,0,6444,3197.24,368424,0.18280000000000002,0.01,0.0231
2021-12-05,Guyana,42,38160,48283.69,403537,0.5106,0.3575,0.0264
2021-12-05,Haiti,0,25510,2210.25,120569,0.0104,0.0060999999999999995,0.029300000000000003
2021-12-05,High income,279791,117340000,96583.07,906100000,0.7458,0.6846,0.0158
2021-12-05,Honduras,0,378251,37588.32,4400000,0.4368,0.38670000000000004,0.0275
2021-12-05,Hong Kong,9,12461,1649.85,4780000,0.6329,0.6028,0.0171
2021-12-05,Hungary,0,1130000,117796.34,6160000,0.6394,0.609,0.031
2021-12-05,Iceland,0,18333,49710.95,286323,0.7764,0.7642,0.0019
2021-12-05,India,17201,34640000,24861.01,801420000,0.5751,0.34259999999999996,0.0137
2021-12-05,Indonesia,196,4260000,15406.20,142700000,0.5164,0.359,0.0338
2021-12-05,International,0,721,0,,,,0.0208
2021-12-05,Iran,3109,6130000,72145.77,58090000,0.6831999999999999,0.5663,0.0212
2021-12-05,Iraq,457,2080000,50616.29,7690000,0.1868,0.11800000000000001,0.0115
2021-12-05,Ireland,5156,594250,119257.77,3880000,0.7781,0.7653,0.0096
2021-12-05,Isle of Man,65,11926,139632.36,68389,0.8007,0.7593000000000001,0.005600000000000001
2021-12-05,Israel,473,1350000,144862.23,6380000,0.6868000000000001,0.6234000000000001,0.0060999999999999995
2021-12-05,Italy,15010,5110000,84633.03,47410000,0.7853,0.7317,0.0263
2021-12-05,Jamaica,48,91469,30761.78,682950,0.2297,0.1759,0.0263
2021-12-05,Japan,104,1730000,13702.64,99930000,0.7928000000000001,0.775,0.0106
2021-12-05,Jersey,0,0,0,80282,0.7943000000000001,0.7497,
2021-12-05,Jordan,4555,975956,95038.85,4170000,0.4065,0.3677,0.0121
2021-12-05,Kazakhstan,653,1060000,55738.90,8780000,0.4622,0.4305,0.0169
2021-12-05,Kenya,29,255437,4645.52,4940000,0.0898,0.0537,0.0209
2021-12-05,Kiribati,0,2,16.48,59492,0.4901,0.1868,
2021-12-05,Kosovo,3,161135,90417.85,859855,0.4825,0.4299,0.018500000000000003
2021-12-05,Kuwait,27,413491,95526.38,3310000,0.7656000000000001,0.7345999999999999,0.006
2021-12-05,Kyrgyzstan,42,183615,27701.48,1140000,0.1716,0.1379,0.015
2021-12-05,Laos,1364,79833,10818.42,3740000,0.5075,0.42,0.0026
2021-12-05,Latvia,477,257329,137835.08,1280000,0.688,0.6478,0.0166
2021-12-05,Lebanon,1654,678801,100278.60,1950000,0.28800000000000003,0.2527,0.0129
2021-12-05,Lesotho,0,21838,10114.55,626669,0.2902,0.2864,0.0304
2021-12-05,Liberia,0,5824,1124.28,605468,0.11689999999999999,0.11109999999999999,0.0493
2021-12-05,Libya,709,374989,53889.05,1740000,0.24969999999999998,0.1007,0.0147
2021-12-05,Liechtenstein,31,4893,127908.19,25780,0.6739,0.6581999999999999,0.0127
2021-12-05,Lithuania,1525,479839,178387.96,1880000,0.6986,0.6662,0.0143
2021-12-05,Low income,453,1380000,2081.97,41000000,0.0616,0.031200000000000002,0.0271
2021-12-05,Lower middle income,49125,63980000,19209.68,1500000000,0.45,0.2908,0.0182
2021-12-05,Luxembourg,0,90774,142993.07,450006,0.7089,0.6769,0.0097
2021-12-05,Macao,0,77,116.95,486338,0.7387,0.6723,
2021-12-05,Madagascar,0,44800,1575.95,589003,0.0207,0.019,0.0217
2021-12-05,Malawi,15,61981,3154.62,1190000,0.0608,0.0315,0.037200000000000004
2021-12-05,Malaysia,4298,2660000,81118.99,25910000,0.7907,0.7779,0.0115
2021-12-05,Maldives,116,92211,169624.00,395956,0.7284,0.6709,0.0028000000000000004
2021-12-05,Mali,103,17915,859.00,798505,0.0383,0.0154,0.0345
2021-12-05,Malta,69,39934,77376.48,436151,0.8451000000000001,0.8389,0.011699999999999999
2021-12-05,Marshall Islands,0,4,67.09,,,,
2021-12-05,Mauritania,48,39558,8284.21,1090000,0.228,0.14529999999999998,0.0212
2021-12-05,Mauritius,117,22090,17346.88,916524,0.7197,0.6899,0.0109
2021-12-05,Mexico,3811,3900000,29949.31,78270000,0.6009,0.5022,0.0757
2021-12-05,Micronesia (country),0,1,8.60,,,,
2021-12-05,Moldova,94,366256,91017.33,989897,0.24600000000000002,0.2353,0.0252
2021-12-05,Monaco,6,3885,98304.66,,,,0.009300000000000001
2021-12-05,Mongolia,139,383682,115244.67,2260000,0.6793,0.6468,0.0053
2021-12-05,Montenegro,183,158466,252313.90,277220,0.4414,0.4131,0.0147
2021-12-05,Montserrat,0,44,8833.57,1547,0.3106,0.2955,0.0227
2021-12-05,Morocco,90,950591,25454.45,24530000,0.6568,0.6106,0.015600000000000001
2021-12-05,Mozambique,56,151924,4723.56,6690000,0.2079,0.12789999999999999,0.0128
2021-12-05,Myanmar,285,524407,9568.42,16850000,0.3074,0.2164,0.0365
2021-12-05,Namibia,158,129796,50165.73,366698,0.1417,0.11900000000000001,0.0275
2021-12-05,Nauru,0,0,0,,,,
2021-12-05,Nepal,200,822592,27720.11,10430000,0.3515,0.294,0.013999999999999999
2021-12-05,Netherlands,23078,2760000,160515.75,13270000,0.773,0.7045,0.0072
2021-12-05,New Caledonia,0,12331,42783.74,181108,0.6284000000000001,0.5927,0.0226
2021-12-05,New Zealand,136,12331,2407.18,3930000,0.7666,0.7206999999999999,0.0036
2021-12-05,Nicaragua,0,17254,2574.31,4340000,0.6473,0.3726,0.0123
2021-12-05,Niger,19,7080,281.73,507223,0.0202,0.018500000000000003,0.0369
2021-12-05,Nigeria,55,214622,1015.24,7130000,0.0337,0.0179,0.0139
2021-12-05,Niue,0,0,0,,,,
2021-12-05,North America,58053,58740000,98466.76,391060000,0.6555,0.5558,0.020099999999999996
2021-12-05,North Macedonia,276,217301,104338.15,836816,0.4018,0.38630000000000003,0.0352
2021-12-05,Northern Cyprus,0,0,0,284357,0.7439,0.722,
2021-12-05,Norway,1530,284448,52043.05,4250000,0.7777,0.7062999999999999,0.0038
2021-12-05,Oceania,1569,378688,8761.88,25860000,0.5982,0.5577000000000001,0.0113
2021-12-05,Oman,22,304603,58315.35,3120000,0.5975,0.5531,0.013500000000000002
2021-12-05,Pakistan,336,1290000,5715.64,81810000,0.36329999999999996,0.2323,0.022400000000000003
2021-12-05,Palau,0,8,440.19,,,,
2021-12-05,Palestine,0,461467,88356.99,2020000,0.3868,0.2688,0.0104
2021-12-05,Panama,510,479053,109333.32,3010000,0.6873,0.5563,0.0154
2021-12-05,Papua New Guinea,148,35538,3897.14,269366,0.029500000000000002,0.0217,0.0155
2021-12-05,Paraguay,0,463260,64166.63,3400000,0.4703,0.37450000000000006,0.0356
2021-12-05,Peru,769,2240000,67249.83,23010000,0.6896,0.5778,0.0898
2021-12-05,Philippines,481,2830000,25527.72,56110000,0.5053,0.34369999999999995,0.0174
2021-12-05,Pitcairn,0,0,0,,,,
2021-12-05,Poland,22394,3670000,97135.25,20980000,0.555,0.5431,0.0233
2021-12-05,Portugal,3786,1170000,114751.75,9150000,0.9,0.8856,0.0159
2021-12-05,Qatar,152,244223,83337.66,,,,0.0025
2021-12-05,Romania,916,1790000,93373.97,7980000,0.4174,0.3933,0.032
2021-12-05,Russia,32013,9630000,66000.70,68030000,0.46619999999999995,0.4023,0.0286
2021-12-05,Rwanda,10,100414,7563.28,5990000,0.451,0.2601,0.0134
2021-12-05,Saint Helena,0,4,656.28,,,,
2021-12-05,Saint Kitts and Nevis,1,2790,52104.73,27350,0.5108,0.4668,0.01
2021-12-05,Saint Lucia,7,13034,70682.91,54804,0.29719999999999996,0.2563,0.0216
2021-12-05,Saint Pierre and Miquelon,0,86,14902.10,,,,
2021-12-05,Saint Vincent and the Grenadines,44,5623,50535.19,31696,0.2849,0.2102,0.013500000000000002
2021-12-05,Samoa,0,3,14.99,139865,0.6988,0.5439,
2021-12-05,San Marino,0,6148,180770.36,24282,0.7140000000000001,0.6358,0.0151
2021-12-05,Sao Tome and Principe,1,3733,16712.63,85356,0.3821,0.212,0.015
2021-12-05,Saudi Arabia,35,549912,15560.31,24680000,0.6984999999999999,0.6401,0.0161
2021-12-05,Senegal,11,74024,4304.65,1330000,0.07719999999999999,0.0541,0.0255
2021-12-05,Serbia,1244,1260000,183897.89,3280000,0.4771,0.4579,0.009399999999999999
2021-12-05,Seychelles,0,23599,238590.64,82117,0.8301999999999999,0.7908,0.0054
2021-12-05,Sierra Leone,0,6402,786.36,747044,0.09179999999999999,0.0473,0.0189
2021-12-05,Singapore,552,269211,49363.91,4740000,0.87,0.87,0.0028000000000000004
2021-12-05,Sint Maarten (Dutch part),0,0,0,26935,0.6203,0.5739,
2021-12-05,Slovakia,8572,1230000,225307.59,2670000,0.48840000000000006,0.45649999999999996,0.0121
2021-12-05,Slovenia,1119,430064,206888.56,1240000,0.5942000000000001,0.5567,0.0123
2021-12-05,Solomon Islands,0,20,28.41,161521,0.22940000000000002,0.0661,
2021-12-05,Somalia,0,23051,1409.03,892093,0.0545,0.0406,0.057699999999999994
2021-12-05,South Africa,11125,3030000,50492.89,17840000,0.29710000000000003,0.249,0.0297
2021-12-05,South America,12238,39040000,89907.85,313890000,0.7228,0.5979,0.030299999999999997
2021-12-05,South Korea,4324,477358,9304.28,42700000,0.8321999999999999,0.8067,0.008199999999999999
2021-12-05,South Sudan,0,12804,1125.00,219733,0.019299999999999998,0.0152,0.0104
2021-12-05,Spain,0,5200000,111304.62,38450000,0.8225,0.8059999999999999,0.0169
2021-12-05,Sri Lanka,746,567682,26407.12,15940000,0.7415999999999999,0.6403,0.0255
2021-12-05,Sudan,0,43489,968.37,2780000,0.062,0.0275,0.0728
2021-12-05,Suriname,16,51009,86193.26,258498,0.4368,0.3738,0.023
2021-12-05,Sweden,0,1210000,119303.74,7630000,0.7506,0.7091,0.0125
2021-12-05,Switzerland,0,1040000,119859.30,5880000,0.6751999999999999,0.6579999999999999,0.0111
2021-12-05,Syria,81,48619,2660.31,1000000,0.054900000000000004,0.0418,0.0571
2021-12-05,Taiwan,4,16652,698.05,18300000,0.7672,0.594,0.0509
2021-12-05,Tajikistan,0,17493,1794.22,3120000,0.31980000000000003,0.2659,0.0070999999999999995
2021-12-05,Tanzania,0,26270,427.17,1590000,0.0259,0.0175,0.0278
2021-12-05,Thailand,8704,2150000,30667.84,49220000,0.7037,0.6072,0.0098
2021-12-05,Timor,0,19828,14754.35,652294,0.4854,0.3644,0.0060999999999999995
2021-12-05,Togo,13,26304,3102.53,1280000,0.1512,0.0766,0.0092
2021-12-05,Tokelau,0,0,0,,,,
2021-12-05,Tonga,0,1,9.37,73296,0.6866,0.43310000000000004,
2021-12-05,Trinidad and Tobago,601,75134,53538.12,693483,0.49420000000000003,0.462,0.0301
2021-12-05,Tunisia,165,718443,60192.46,6190000,0.5184000000000001,0.4396,0.0354
2021-12-05,Turkey,19357,8900000,104689.57,56370000,0.6629,0.5956,0.0087
2021-12-05,Turkmenistan,0,0,0,,,,
2021-12-05,Turks and Caicos Islands,0,3103,79105.70,29210,0.7447,0.6917,0.008100000000000001
2021-12-05,Tuvalu,0,0,0,,,,
2021-12-05,Uganda,4,127655,2708.94,6530000,0.13849999999999998,0.0273,0.0255
2021-12-05,Ukraine,7211,3670000,84404.47,13750000,0.3164,0.2721,0.0256
2021-12-05,United Arab Emirates,114,742328,74299.05,9880000,0.9890000000000001,0.8973,0.0029
2021-12-05,United Kingdom,43285,10480000,153697.78,51120000,0.7495,0.6826000000000001,0.0139
2021-12-05,United States,49801,49100000,147499.02,236370000,0.7119,0.6014,0.0161
2021-12-05,Upper middle income,109381,83170000,33088.28,1900000000,0.7556999999999999,0.6747,0.0265
2021-12-05,Uruguay,104,400925,115038.02,2750000,0.7902,0.7639,0.015300000000000001
2021-12-05,Uzbekistan,228,194333,5726.49,17920000,0.528,0.3272,0.0073
2021-12-05,Vanuatu,0,6,19.08,96141,0.3057,0.1442,0.16670000000000001
2021-12-05,Vatican,0,27,33251.23,,,,
2021-12-05,Venezuela,785,434918,15151.33,16420000,0.5719,0.34340000000000004,0.011899999999999999
2021-12-05,Vietnam,14314,1310000,13335.11,73390000,0.7476,0.5422,0.020099999999999996
2021-12-05,Wallis and Futuna,0,454,40923.02,6016,0.5423,0.5339,0.0154
2021-12-05,World,438764,265890000,33763.59,4350000000,0.5518,0.44659999999999994,0.019799999999999998
2021-12-05,Yemen,4,10025,328.79,556652,0.0183,0.012,0.1949
2021-12-05,Zambia,18,210312,11115.47,806611,0.0426,0.0392,0.0174
2021-12-05,Zimbabwe,523,139046,9213.12,3880000,0.2568,0.1911,0.0339
2021-12-06,Afghanistan,45,157499,3953.74,4139999,0.10400000000000001,0.0942,0.0464
2021-12-06,Africa,11032,8750000,6370.50,161230000,0.1174,0.07730000000000001,0.0256
2021-12-06,Albania,172,201902,70277.28,1090000,0.3784,0.34049999999999997,0.0154
2021-12-06,Algeria,193,211662,4744.02,6880000,0.15410000000000001,0.1208,0.028900000000000002
2021-12-06,Andorra,621,18631,240853.74,56095,0.7252,0.6507,0.0070999999999999995
2021-12-06,Angola,0,65259,1923.14,6740000,0.1986,0.0967,0.026600000000000002
2021-12-06,Anguilla,55,1469,97123.97,10079,0.6664,0.6098,0.0027
2021-12-06,Antigua and Barbuda,1,4148,42014.42,61420,0.6221,0.5808,0.0282
2021-12-06,Argentina,2477,5340000,117159.45,37060000,0.8126000000000001,0.6665000000000001,0.0218
2021-12-06,Armenia,95,340818,114825.91,835816,0.2816,0.17420000000000002,0.0226
2021-12-06,Aruba,0,16450,153458.65,83795,0.7817000000000001,0.7297,0.0106
2021-12-06,Asia,74161,82610000,17656.62,2990000000,0.6386999999999999,0.5051,0.0149
2021-12-06,Australia,1434,220555,8552.55,20120000,0.7804000000000001,0.7389,0.009399999999999999
2021-12-06,Austria,4625,1200000,133041.40,6440000,0.7126,0.6745,0.010700000000000001
2021-12-06,Azerbaijan,585,596973,58393.13,5100000,0.4987,0.4493,0.0134
2021-12-06,Bahamas,14,22839,57541.43,154135,0.3883,0.36200000000000004,0.030899999999999997
2021-12-06,Bahrain,25,277856,158929.70,1190000,0.6811,0.6651,0.005
2021-12-06,Bangladesh,277,1580000,9486.99,64959999,0.3906,0.2293,0.0177
2021-12-06,Barbados,105,26200,91064.55,154081,0.5355,0.48109999999999997,0.0092
2021-12-06,Belarus,1312,665125,70436.76,3810000,0.40369999999999995,0.3035,0.0078000000000000005
2021-12-06,Belgium,41439,1870000,160664.75,8870000,0.7623000000000001,0.7506999999999999,0.0146
2021-12-06,Belize,144,30824,76124.62,228517,0.5644,0.48219999999999996,0.0191
2021-12-06,Benin,0,24863,1996.86,1090000,0.0873,0.0704,0.006500000000000001
2021-12-06,Bermuda,0,5751,92620.63,46054,0.7417,0.7252,0.0184
2021-12-06,Bhutan,0,2641,3386.33,589482,0.7558,0.7240000000000001,0.0011
2021-12-06,Bolivia,1276,544666,46029.66,5150000,0.4351,0.35850000000000004,0.0353
2021-12-06,Bonaire Sint Eustatius and Saba,17,3057,115598.41,,,,0.0072
2021-12-06,Bosnia and Herzegovina,1283,278511,85342.27,882641,0.2705,,0.045899999999999996
2021-12-06,Botswana,250,195552,81573.81,955135,0.39840000000000003,0.22030000000000002,0.0124
2021-12-06,Brazil,6017,22150000,103522.31,164600000,0.7692,0.6419,0.0278
2021-12-06,British Virgin Islands,7,2816,92561.55,18288,0.6011,0.5490999999999999,0.013500000000000002
2021-12-06,Brunei,16,15202,34430.12,404451,0.9159999999999999,0.7976000000000001,0.006500000000000001
2021-12-06,Bulgaria,2426,705586,102308.44,1900000,0.2761,0.2622,0.0412
2021-12-06,Burkina Faso,0,16000,744.29,442769,0.0206,0.0155,0.0179
2021-12-06,Burundi,34,20473,1670.53,1834,0.0001,0.0001,0.0019
2021-12-06,Cambodia,16,120272,7097.18,14180000,0.8366,0.7961,0.0246
2021-12-06,Cameroon,0,107148,3935.75,793725,0.0292,0.0225,0.0168
2021-12-06,Canada,5007,1820000,47827.50,30830000,0.81,0.765,0.016399999999999998
2021-12-06,Cape Verde,3,38453,68433.76,299770,0.5335,0.44530000000000003,0.0091
2021-12-06,Cayman Islands,134,7663,115236.55,58143,0.8744,0.8449,0.0012
2021-12-06,Central African Republic,0,11742,2386.59,375096,0.0762,0.0681,0.0086
2021-12-06,Chad,0,5703,337.16,198522,0.011699999999999999,0.0045000000000000005,0.0317
2021-12-06,Chile,1501,1770000,92338.88,16920000,0.8806999999999999,0.8458,0.0217
2021-12-06,China,94,99297,68.75,1230000000,0.8482,0.779,0.0467
2021-12-06,Colombia,1698,5080000,99145.20,37840000,0.738,0.4978,0.0253
2021-12-06,Comoros,1,4543,5113.36,282378,0.3178,0.2755,0.0332
2021-12-06,Congo,0,18970,3353.36,550142,0.09720000000000001,0.024,0.0187
2021-12-06,Cook Islands,0,2,113.82,12841,0.7308,0.7112,
2021-12-06,Costa Rica,231,567614,110451.09,3900000,0.7598,0.6379,0.0129
2021-12-06,Cote d'Ivoire,2,61826,2285.31,3120000,0.1153,0.0521,0.011399999999999999
2021-12-06,Croatia,728,631765,154781.50,2210000,0.5416,0.4733,0.0178
2021-12-06,Cuba,104,963194,85106.62,10200000,0.9011,0.8222,0.0086
2021-12-06,Curacao,2,17487,106113.01,103136,0.6258,0.5796,0.0103
2021-12-06,Cyprus,706,137538,153501.38,630566,0.7038,0.6579999999999999,0.0044
2021-12-06,Czechia,6346,2250000,209525.47,6710000,0.6259,0.6001,0.015
2021-12-06,Democratic Republic of Congo,539,58858,637.14,162994,0.0018,0.0007000000000000001,0.0189
2021-12-06,Denmark,7146,516257,88806.15,4610000,0.7923,0.7694,0.005699999999999999
2021-12-06,Djibouti,0,13508,13478.39,82858,0.0827,0.026000000000000002,0.0139
2021-12-06,Dominica,-34,6086,84326.33,28898,0.4004,0.3724,0.0069
2021-12-06,Dominican Republic,232,408748,37315.93,6890000,0.6294,0.5136999999999999,0.0103
2021-12-06,Ecuador,2479,529349,29591.62,13880000,0.7759999999999999,0.652,0.0633
2021-12-06,Egypt,871,364033,3491.64,27980000,0.26839999999999997,0.16140000000000002,0.0571
2021-12-06,El Salvador,0,119803,18378.92,4440000,0.6814,0.6271,0.0316
2021-12-06,Equatorial Guinea,0,13599,9379.33,247933,0.171,0.13699999999999998,0.0129
2021-12-06,Eritrea,26,7484,2078.05,,,,0.008100000000000001
2021-12-06,Estonia,301,225294,170009.09,831114,0.6272,0.5993999999999999,0.008100000000000001
2021-12-06,Eswatini,347,47851,40815.65,302675,0.2582,0.2413,0.026099999999999998
2021-12-06,Ethiopia,119,372334,3158.69,8680000,0.0736,0.0123,0.0183
2021-12-06,Europe,302357,76750000,102478.04,472480000,0.6308,0.5877,0.018799999999999997
2021-12-06,European Union,181435,48140000,107640.59,316570000,0.7079000000000001,0.6756,0.0178
2021-12-06,Faeroe Islands,41,3957,80667.85,41387,0.8437,0.8240999999999999,0.0033
2021-12-06,Falkland Islands,0,83,23526.08,,,,
2021-12-06,Fiji,19,52562,58214.71,655857,0.7264,0.6528,0.013300000000000001
2021-12-06,Finland,3412,194638,35080.27,4310000,0.7764,0.732,0.0070999999999999995
2021-12-06,France,11578,7970000,118260.54,52360000,0.7766,0.7051000000000001,0.015
2021-12-06,French Polynesia,1,46324,163959.03,165041,0.5841,0.552,0.0137
2021-12-06,Gabon,34,37511,16460.65,186639,0.0819,0.0623,0.0075
2021-12-06,Gambia,6,9998,4020.21,239974,0.0965,0.0909,0.0342
2021-12-06,Georgia,1778,867071,217869.46,1230000,0.3084,0.2572,0.0143
2021-12-06,Germany,18322,6220000,74126.63,60090000,0.7162000000000001,0.6853,0.0166
2021-12-06,Ghana,326,131246,4136.06,2650000,0.0836,0.0493,0.009399999999999999
2021-12-06,Gibraltar,5,7376,218930.87,41010,1.2172,1.1834,0.013600000000000001
2021-12-06,Greece,4927,971148,93643.01,7160000,0.6908,0.6441,0.019299999999999998
2021-12-06,Greenland,39,1621,28504.61,40274,0.7081999999999999,0.6602,
2021-12-06,Grenada,1,5909,52285.10,40561,0.3589,0.3061,0.0338
