time,country,new_cases,total_cases,total_cases_per_million,vaccinated,vaccinated_rate,vaccinated_fully_rate,fatality_rate
2021-12-07,United Kingdom,45333,10580000,155116.47,51160000,0.7501000000000001,0.6834,0.0138
2021-12-07,United States,113304,49400000,148379.39,237180000,0.7143999999999999,0.6033,0.016
2021-12-07,Upper middle income,117065,83390000,33174.55,1900000000,0.7563,0.6758,0.0265
2021-12-07,Uruguay,237,401340,115157.10,2760000,0.7908,0.7641,0.015300000000000001
2021-12-07,Uzbekistan,147,194703,5737.40,17990000,0.53,0.3272,0.0073
2021-12-07,Vanuatu,0,6,19.08,96141,0.3057,0.1442,0.16670000000000001
2021-12-07,Vatican,0,27,33251.23,,,,
2021-12-07,Venezuela,543,435461,15170.24,16420000,0.5719,0.34340000000000004,0.012
2021-12-07,Vietnam,13840,1340000,13624.72,73900000,0.7528,0.5744,0.02
2021-12-07,Wallis and Futuna,0,454,40923.02,6016,0.5423,0.5339,0.0154
2021-12-07,World,692577,267170000,33926.80,4360000000,0.5535,0.449,0.0197
2021-12-07,Yemen,9,10043,329.38,556652,0.0183,0.012,0.19469999999999998
2021-12-07,Zambia,47,210374,11118.75,806611,0.0426,0.0395,0.0174
2021-12-07,Zimbabwe,2555,141601,9382.41,3900000,0.2582,0.1929,0.0333
2021-12-08,Afghanistan,34,157542,3954.82,4139999,0.10400000000000001,0.0942,0.04650000000000001
2021-12-08,Africa,33732,8800000,6409.73,163720000,0.1192,0.0782,0.0254
2021-12-08,Albania,346,202641,70534.51,1090000,0.38020000000000004,0.342,0.0154
2021-12-08,Algeria,188,212047,4752.65,7020000,0.1573,0.1245,0.028900000000000002
2021-12-08,Andorra,0,18815,243232.41,56095,0.7252,0.6507,0.0070999999999999995
2021-12-08,Angola,31,65332,1925.29,7000000,0.2064,0.0977,0.026600000000000002
2021-12-08,Anguilla,0,1469,97123.97,10079,0.6664,0.6098,0.0027
2021-12-08,Antigua and Barbuda,3,4151,42044.81,61921,0.6272,0.5863,0.0282
2021-12-08,Argentina,1881,5350000,117268.42,37160000,0.8147,0.6718000000000001,0.0218
2021-12-08,Armenia,410,341468,115044.90,835816,0.2816,0.17420000000000002,0.0226
2021-12-08,Aruba,21,16505,153971.73,83876,0.7825,0.7306999999999999,0.010700000000000001
2021-12-08,Asia,89740,82780000,17693.61,3000000000,0.6405,0.5088,0.0149
2021-12-08,Australia,1654,223914,8682.80,20160000,0.7818,0.7426,0.009300000000000001
2021-12-08,Austria,5663,1210000,134135.72,6460000,0.7145,0.6779999999999999,0.010700000000000001
2021-12-08,Azerbaijan,1210,599713,58661.14,5110000,0.4996,0.4501,0.0134
2021-12-08,Bahamas,0,22846,57559.07,154135,0.3883,0.36200000000000004,0.030899999999999997
2021-12-08,Bahrain,41,277935,158974.89,1190000,0.6815000000000001,0.6657,0.005
2021-12-08,Bangladesh,277,1580000,9490.41,65480000,0.39380000000000004,0.2384,0.0177
2021-12-08,Barbados,127,26433,91874.40,154226,0.5361,0.4826,0.0092
2021-12-08,Belarus,1756,667893,70729.90,3810000,0.40369999999999995,0.3035,0.0078000000000000005
2021-12-08,Belgium,18714,1900000,163208.69,8870000,0.7626999999999999,0.7515999999999999,0.0144
2021-12-08,Belize,42,30930,76386.40,229107,0.5658,0.48590000000000005,0.0189
2021-12-08,Benin,0,24863,1996.86,1090000,0.0873,0.0704,0.006500000000000001
2021-12-08,Bermuda,7,5760,92765.57,46054,0.7417,0.7252,0.0184
2021-12-08,Bhutan,1,2642,3387.61,589482,0.7558,0.7240000000000001,0.0011
2021-12-08,Bolivia,0,546155,46155.49,5180000,0.43770000000000003,0.3627,0.0353
2021-12-08,Bonaire Sint Eustatius and Saba,0,3073,116203.44,,,,0.0072
2021-12-08,Bosnia and Herzegovina,641,279820,85743.38,882641,0.2705,,0.045899999999999996
2021-12-08,Botswana,0,195552,81573.81,955135,0.39840000000000003,0.22030000000000002,0.0124
2021-12-08,Brazil,10132,22170000,103617.02,164800000,0.7701,0.6459999999999999,0.0278
2021-12-08,British Virgin Islands,0,2816,92561.55,18288,0.6011,0.5490999999999999,0.013500000000000002
2021-12-08,Brunei,15,15244,34525.24,404623,0.9164,0.8206,0.0064
2021-12-08,Bulgaria,1652,709537,102881.32,1900000,0.2761,0.2642,0.041299999999999996
2021-12-08,Burkina Faso,0,16334,759.82,442769,0.0206,0.0155,0.0177
2021-12-08,Burundi,0,20523,1674.61,2259,0.0002,0.0001,0.0018
2021-12-08,Cambodia,14,120300,7098.83,14190000,0.8373,0.7979,0.024700000000000003
2021-12-08,Cameroon,401,107549,3950.48,793725,0.0292,0.0225,0.017
2021-12-08,Canada,3644,1830000,48002.08,30950000,0.8131,0.7659,0.016399999999999998
2021-12-08,Cape Verde,10,38470,68464.02,301215,0.5361,0.45289999999999997,0.0091
2021-12-08,Cayman Islands,61,7724,116153.87,58371,0.8778,0.8493999999999999,0.0012
2021-12-08,Central African Republic,0,11742,2386.59,375096,0.0762,0.0681,0.0086
2021-12-08,Chad,0,5703,337.16,198522,0.011699999999999999,0.0045000000000000005,0.0317
2021-12-08,Chile,1387,1780000,92471.66,16940000,0.8815999999999999,0.847,0.0217
2021-12-08,China,83,99454,68.86,1230000000,0.8482,0.8049,0.0466
2021-12-08,Colombia,1915,5090000,99215.79,37840000,0.738,0.5045000000000001,0.0253
2021-12-08,Comoros,6,4554,5125.75,282378,0.3178,0.2755,0.0332
2021-12-08,Congo,0,19066,3370.33,550142,0.09720000000000001,0.024,0.018799999999999997
2021-12-08,Cook Islands,0,2,113.82,12841,0.7308,0.7112,
2021-12-08,Costa Rica,0,567706,110468.99,3900000,0.7598,0.6379,0.0129
2021-12-08,Cote d'Ivoire,13,61857,2286.46,3120000,0.1153,0.0521,0.011399999999999999
2021-12-08,Croatia,4751,639778,156744.67,2220000,0.5433,0.4733,0.0178
2021-12-08,Cuba,78,963347,85120.14,10210000,0.9018999999999999,0.8245,0.0086
2021-12-08,Curacao,15,17517,106295.06,103299,0.6268,0.5809000000000001,0.0103
2021-12-08,Cyprus,576,138733,154835.07,631421,0.7047,0.6587999999999999,0.0044
2021-12-08,Czechia,19546,2280000,212802.53,6730000,0.6274000000000001,0.6018,0.0149
2021-12-08,Democratic Republic of Congo,0,59175,640.58,162994,0.0018,0.0007000000000000001,0.018799999999999997
2021-12-08,Denmark,6629,529210,91034.32,4630000,0.7959,0.7709999999999999,0.005600000000000001
2021-12-08,Djibouti,1,13509,13479.39,82858,0.0827,0.026000000000000002,0.0139
2021-12-08,Dominica,90,6176,85573.35,28898,0.4004,0.3724,0.0068000000000000005
2021-12-08,Dominican Republic,230,409232,37360.11,6900000,0.6301,0.5149,0.0103
2021-12-08,Ecuador,670,530126,29635.06,13920000,0.7779,0.6574,0.0632
2021-12-08,Egypt,909,365831,3508.89,27980000,0.26839999999999997,0.16140000000000002,0.0571
2021-12-08,El Salvador,0,119803,18378.92,4450000,0.6823999999999999,0.629,0.0316
2021-12-08,Equatorial Guinea,0,13599,9379.33,249067,0.1718,0.1376,0.0129
2021-12-08,Eritrea,20,7533,2091.65,,,,0.008199999999999999
2021-12-08,Estonia,467,226304,170771.24,832147,0.6279,0.6015999999999999,0.008100000000000001
2021-12-08,Eswatini,895,49253,42011.52,302675,0.2582,0.2413,0.0253
2021-12-08,Ethiopia,126,372588,3160.84,8830000,0.07490000000000001,0.0123,0.0183
2021-12-08,Europe,370397,77570000,103569.23,473860000,0.6327,0.59,0.0187
2021-12-08,European Union,255689,48730000,108968.74,317060000,0.7090000000000001,0.677,0.0177
2021-12-08,Faeroe Islands,81,4134,84276.19,41387,0.8437,0.8240999999999999,0.0031
2021-12-08,Falkland Islands,0,83,23526.08,,,,
2021-12-08,Fiji,5,52567,58220.24,655857,0.7264,0.6528,0.013300000000000001
2021-12-08,Finland,1296,197476,35591.77,4310000,0.7764,0.732,0.0070999999999999995
2021-12-08,France,61340,8090000,120045.70,52410000,0.7773,0.7079000000000001,0.0148
2021-12-08,French Polynesia,0,46332,163987.34,165041,0.5841,0.552,0.0137
2021-12-08,Gabon,40,37551,16478.20,186639,0.0819,0.0623,0.0075
2021-12-08,Gambia,0,9998,4020.21,242172,0.0974,0.09179999999999999,0.0342
2021-12-08,Georgia,4226,875806,220064.31,1240000,0.3123,0.2597,0.0143
2021-12-08,Germany,27482,6340000,75563.68,60260000,0.7182999999999999,0.6873,0.016399999999999998
2021-12-08,Ghana,0,131246,4136.06,2650000,0.0836,0.0493,0.009399999999999999
2021-12-08,Gibraltar,34,7436,220711.76,41025,1.2177,1.1834,0.0134
2021-12-08,Greece,5899,984301,94911.29,7190000,0.6931,0.647,0.0192
2021-12-08,Greenland,83,1746,30702.68,40296,0.7086,0.6611,
2021-12-08,Grenada,1,5910,52293.94,40930,0.36219999999999997,0.3094,0.0338
2021-12-08,Guatemala,418,620853,34019.59,6180000,0.3387,0.23379999999999998,0.0258
2021-12-08,Guernsey,0,0,0,,,,
2021-12-08,Guinea,0,30798,2281.80,1690000,0.1249,0.0605,0.0126
2021-12-08,Guinea-Bissau,1,6445,3197.73,368424,0.18280000000000002,0.01,0.0231
2021-12-08,Guyana,72,38333,48502.59,404122,0.5113,0.35869999999999996,0.0263
2021-12-08,Haiti,53,25691,2225.93,120569,0.0104,0.0060999999999999995,0.0294
2021-12-08,High income,490018,118810000,97794.11,908870000,0.7481,0.6873,0.015700000000000002
2021-12-08,Honduras,0,378251,37588.32,4400000,0.4368,0.38670000000000004,0.0275
2021-12-08,Hong Kong,0,12471,1651.18,4790000,0.6345000000000001,0.6039,0.0171
2021-12-08,Hungary,6849,1170000,121310.81,6170000,0.6406000000000001,0.6102000000000001,0.0308
2021-12-08,Iceland,131,18896,51237.55,286650,0.7773,0.7652,0.0018
2021-12-08,India,9419,34670000,24878.73,807760000,0.5797,0.3532,0.0137
2021-12-08,Indonesia,264,4260000,15408.57,143790000,0.5203,0.3635,0.0338
2021-12-08,International,0,721,0,,,,0.0208
2021-12-08,Iran,3309,6140000,72265.48,58090000,0.6831999999999999,0.5663,0.0212
2021-12-08,Iraq,606,2089999,50661.12,7880000,0.19140000000000001,0.12210000000000001,0.0115
2021-12-08,Ireland,4126,606852,121786.81,3880000,0.7785,0.7659,0.0095
2021-12-08,Isle of Man,83,12230,143191.66,68406,0.8009000000000001,0.7595000000000001,0.0055000000000000005
2021-12-08,Israel,755,1350000,145111.29,6400000,0.6886,0.6238,0.0060999999999999995
2021-12-08,Italy,17946,5150000,85348.35,47520000,0.7872,0.7326,0.026099999999999998
2021-12-08,Jamaica,24,91578,30798.44,688311,0.23149999999999998,0.1778,0.0264
2021-12-08,Japan,122,1730000,13704.82,100020000,0.7935,0.7766,0.0106
2021-12-08,Jersey,0,0,0,80449,0.7959,0.7515000000000001,
2021-12-08,Jordan,5180,993339,96731.61,4210000,0.40950000000000003,0.3701,0.011899999999999999
2021-12-08,Kazakhstan,798,1060000,55852.87,8810000,0.4637,0.4329,0.0169
2021-12-08,Kenya,108,255652,4649.43,5160000,0.09380000000000001,0.0567,0.0209
2021-12-08,Kiribati,0,2,16.48,59492,0.4901,0.1868,
2021-12-08,Kosovo,10,161157,90430.19,864550,0.4851,0.4314,0.018500000000000003
2021-12-08,Kuwait,33,413588,95548.79,3310000,0.7656000000000001,0.7345999999999999,0.006
2021-12-08,Kyrgyzstan,32,183744,27720.94,1150000,0.17379999999999998,0.1401,0.015
2021-12-08,Laos,1209,83291,11287.02,3740000,0.5075,0.42,0.0026
2021-12-08,Latvia,796,259215,138845.29,1290000,0.6907,0.6542,0.0167
2021-12-08,Lebanon,1994,683326,100947.08,1980000,0.29309999999999997,0.2554,0.0129
2021-12-08,Lesotho,0,21838,10114.55,626669,0.2902,0.2864,0.0304
2021-12-08,Liberia,3,5832,1125.82,605468,0.11689999999999999,0.11109999999999999,0.0492
2021-12-08,Libya,509,376378,54088.66,1760000,0.2528,0.10439999999999999,0.0147
2021-12-08,Liechtenstein,109,5162,134940.14,25864,0.6761,0.6606000000000001,0.0124
2021-12-08,Lithuania,2079,484537,180134.52,1890000,0.701,0.6689,0.014199999999999999
2021-12-08,Low income,1031,1390000,2088.33,43160000,0.0649,0.0325,0.0271
2021-12-08,Lower middle income,54529,64120000,19251.22,1510000000,0.4545,0.298,0.0182
2021-12-08,Luxembourg,666,92574,145828.54,452286,0.7125,0.6769,0.0096
2021-12-08,Macao,0,77,116.95,487672,0.7406999999999999,0.6783,
2021-12-08,Madagascar,0,44800,1575.95,589003,0.0207,0.019,0.0217
2021-12-08,Malawi,38,62053,3158.29,1220000,0.062,0.0317,0.037200000000000004
2021-12-08,Malaysia,5020,2670000,81553.67,25930000,0.7911,0.7785,0.0115
2021-12-08,Maldives,128,92629,170392.92,396146,0.7287,0.672,0.0028000000000000004
2021-12-08,Mali,141,18253,875.20,822145,0.0394,0.0165,0.034
2021-12-08,Malta,87,40188,77868.63,436574,0.8459,0.8398,0.011699999999999999
2021-12-08,Marshall Islands,0,4,67.09,,,,
2021-12-08,Mauritania,48,39669,8307.45,1100000,0.2299,0.1462,0.0213
2021-12-08,Mauritius,59,22310,17519.64,916524,0.7197,0.7136,0.0108
2021-12-08,Mexico,3304,3910000,29980.44,78820000,0.6051,0.5032,0.0757
2021-12-08,Micronesia (country),0,1,8.60,,,,
2021-12-08,Moldova,609,367948,91437.80,989897,0.24600000000000002,0.2364,0.0253
2021-12-08,Monaco,0,3942,99746.96,,,,0.0091
2021-12-08,Mongolia,310,384288,115426.69,2260000,0.6795,0.6473,0.0053
2021-12-08,Montenegro,196,159034,253218.29,278394,0.44329999999999997,0.41619999999999996,0.0147
2021-12-08,Montserrat,0,44,8833.57,1547,0.3106,0.2955,0.0227
2021-12-08,Morocco,145,950946,25463.96,24550000,0.6573,0.6117,0.015600000000000001
2021-12-08,Mozambique,206,152326,4736.06,6800000,0.2115,0.1336,0.0127
2021-12-08,Myanmar,398,525403,9586.59,18830000,0.3436,0.2377,0.0365
2021-12-08,Namibia,0,130051,50264.29,378182,0.1462,0.1233,0.0275
2021-12-08,Nauru,0,0,0,,,,
2021-12-08,Nepal,255,823357,27745.89,10430000,0.3515,0.294,0.013999999999999999
2021-12-08,Netherlands,18066,2810000,163832.39,13290000,0.774,0.7077,0.0070999999999999995
2021-12-08,New Caledonia,18,12427,43116.82,181108,0.6284000000000001,0.5927,0.0225
2021-12-08,New Zealand,105,12621,2463.79,3940000,0.7691,0.7265999999999999,0.0034999999999999996
2021-12-08,Nicaragua,0,17328,2585.35,4340000,0.6473,0.3726,0.0124
2021-12-08,Niger,20,7119,283.28,507223,0.0202,0.018500000000000003,0.037200000000000004
2021-12-08,Nigeria,268,215164,1017.80,7350000,0.0348,0.0182,0.0139
2021-12-08,Niue,0,0,0,,,,
2021-12-08,North America,160308,59210000,99248.68,393470000,0.6595,0.5584,0.02
2021-12-08,North Macedonia,419,218194,104766.93,836816,0.4018,0.38630000000000003,0.0352
2021-12-08,Northern Cyprus,0,0,0,284357,0.7439,0.722,
2021-12-08,Norway,5259,300013,54890.85,4260000,0.7787000000000001,0.7084999999999999,0.0038
2021-12-08,Oceania,1822,384064,8886.27,25940000,0.6001,0.562,0.0113
2021-12-08,Oman,23,304654,58325.11,3120000,0.5975,0.5531,0.013500000000000002
2021-12-08,Pakistan,350,1290000,5719.60,83180000,0.36939999999999995,0.24230000000000002,0.022400000000000003
2021-12-08,Palau,0,8,440.19,,,,
2021-12-08,Palestine,337,462958,88642.47,2020000,0.3868,0.2688,0.0104
2021-12-08,Panama,332,479563,109449.71,3010000,0.6877,0.557,0.0154
2021-12-08,Papua New Guinea,40,35702,3915.12,282571,0.031,0.023700000000000002,0.016
2021-12-08,Paraguay,0,463479,64196.96,3410000,0.473,0.3835,0.0356
2021-12-08,Peru,0,2250000,67346.29,23170000,0.6944,0.5853,0.0897
2021-12-08,Philippines,439,2840000,25535.09,56110000,0.5053,0.3563,0.0175
2021-12-08,Pitcairn,0,0,0,,,,
2021-12-08,Poland,28549,3730000,98753.58,21080000,0.5577000000000001,0.5453,0.0233
2021-12-08,Portugal,5286,1180000,115825.62,9150000,0.9,0.8865999999999999,0.0158
2021-12-08,Qatar,163,244708,83503.15,,,,0.0025
2021-12-08,Romania,1279,1790000,93557.11,7980000,0.4174,0.396,0.0321
2021-12-08,Russia,30228,9720000,66633.57,68770000,0.47130000000000005,0.4082,0.0287
2021-12-08,Rwanda,15,100464,7567.05,6390000,0.48119999999999996,0.2923,0.0134
2021-12-08,Saint Helena,0,4,656.28,,,,
2021-12-08,Saint Kitts and Nevis,0,2791,52123.41,27350,0.5108,0.4692,0.01
2021-12-08,Saint Lucia,15,13067,70861.87,54930,0.2979,0.25730000000000003,0.0217
2021-12-08,Saint Pierre and Miquelon,0,91,15768.50,,,,
2021-12-08,Saint Vincent and the Grenadines,0,5645,50732.91,31993,0.2875,0.21489999999999998,0.013500000000000002
2021-12-08,Samoa,0,3,14.99,141356,0.7062999999999999,0.6073,
2021-12-08,San Marino,0,6308,185474.86,24282,0.7140000000000001,0.6358,0.0149
2021-12-08,Sao Tome and Principe,0,3733,16712.63,85687,0.3836,0.2191,0.015300000000000001
2021-12-08,Saudi Arabia,46,550043,15564.02,24740000,0.6999,0.6428,0.0161
2021-12-08,Senegal,7,74043,4305.75,1330000,0.07719999999999999,0.0541,0.0255
2021-12-08,Serbia,1675,1270000,184643.57,3280000,0.4778,0.45899999999999996,0.0095
2021-12-08,Seychelles,61,23750,240117.28,82117,0.8301999999999999,0.7908,0.0054
2021-12-08,Sierra Leone,0,6405,786.73,747044,0.09179999999999999,0.0473,0.0189
2021-12-08,Singapore,709,271297,49746.41,4740000,0.87,0.87,0.0028000000000000004
2021-12-08,Sint Maarten (Dutch part),0,0,0,27030,0.6225,0.5759000000000001,
2021-12-08,Slovakia,10724,1260000,229838.67,2670000,0.48979999999999996,0.4578,0.012
2021-12-08,Slovenia,1886,434679,209108.67,1240000,0.5952000000000001,0.5597,0.0123
2021-12-08,Solomon Islands,0,20,28.41,176593,0.25079999999999997,0.07429999999999999,
2021-12-08,Somalia,0,23051,1409.03,892093,0.0545,0.0406,0.057699999999999994
2021-12-08,South Africa,19842,3070000,51148.60,18160000,0.3024,0.2529,0.029300000000000003
2021-12-08,South America,16752,39100000,90033.18,314560000,0.7243999999999999,0.6036,0.030299999999999997
2021-12-08,South Korea,7100,496584,9679.02,42830000,0.8349,0.8098000000000001,0.008199999999999999
2021-12-08,South Sudan,16,12842,1128.33,219733,0.019299999999999998,0.0152,0.0104
2021-12-08,Spain,0,5250000,112241.79,38470000,0.8229000000000001,0.8062,0.0168
2021-12-08,Sri Lanka,757,569928,26511.60,15950000,0.7419,0.6406000000000001,0.0255
2021-12-08,Sudan,236,44406,988.79,2780000,0.062,0.0275,0.0721
2021-12-08,Suriname,31,51083,86318.30,259208,0.43799999999999994,0.37670000000000003,0.023
2021-12-08,Sweden,3335,1220000,120361.50,7630000,0.7506,0.7091,0.0124
2021-12-08,Switzerland,12425,1090000,125171.10,5900000,0.6769,0.6597,0.010700000000000001
2021-12-08,Syria,100,48901,2675.74,1000000,0.054900000000000004,0.0418,0.0571
2021-12-08,Taiwan,5,16688,699.56,18360000,0.7694,0.6169,0.0508
2021-12-08,Tajikistan,0,17493,1794.22,3120000,0.31980000000000003,0.2659,0.0070999999999999995
2021-12-08,Tanzania,39,26309,427.80,1590000,0.0259,0.0175,0.0279
2021-12-08,Thailand,7821,2160000,30830.03,49220000,0.7037,0.6072,0.0098
2021-12-08,Timor,0,19829,14755.09,652294,0.4854,0.3644,0.0060999999999999995
2021-12-08,Togo,24,26350,3107.96,1350000,0.1591,0.0955,0.0092
2021-12-08,Tokelau,0,0,0,,,,
2021-12-08,Tonga,0,1,9.37,73296,0.6866,0.43310000000000004,
2021-12-08,Trinidad and Tobago,881,77482,55211.23,696107,0.496,0.46399999999999997,0.029900000000000003
2021-12-08,Tunisia,170,718866,60227.90,6230000,0.5218,0.4434,0.0354
2021-12-08,Turkey,20874,8970000,105437.35,56450000,0.6637000000000001,0.5971,0.0087
2021-12-08,Turkmenistan,0,0,0,,,,
2021-12-08,Turks and Caicos Islands,7,3114,79386.12,,,,0.008
2021-12-08,Tuvalu,0,0,0,,,,
2021-12-08,Uganda,47,127822,2712.49,6530000,0.13849999999999998,0.0273,0.0255
2021-12-08,Ukraine,9895,3690000,84959.95,13970000,0.3215,0.28,0.025699999999999997
2021-12-08,United Arab Emirates,69,742507,74316.97,9880000,0.9890000000000001,0.899,0.0029
2021-12-08,United Kingdom,50811,10630000,155861.42,51180000,0.7504000000000001,0.6838,0.0137
2021-12-08,United States,150872,49550000,148832.58,237590000,0.7156,0.6043,0.016
2021-12-08,Upper middle income,127173,83520000,33225.15,1900000000,0.7568,0.6764,0.0265
2021-12-08,Uruguay,300,401640,115243.18,2760000,0.7908,0.7644,0.015300000000000001
2021-12-08,Uzbekistan,201,194904,5743.32,18060000,0.5321,0.3272,0.0073
2021-12-08,Vanuatu,0,6,19.08,96141,0.3057,0.1442,0.16670000000000001
2021-12-08,Vatican,0,27,33251.23,,,,
2021-12-08,Venezuela,364,435825,15182.92,18390000,0.6408,0.4044,0.012
2021-12-08,Vietnam,14599,1350000,13773.43,74040000,0.7542,0.5744,0.0199
2021-12-08,Wallis and Futuna,0,454,40923.02,6016,0.5423,0.5339,0.0154
2021-12-08,World,672751,267850000,34012.23,4370000000,0.5547,0.4507,0.0197
2021-12-08,Yemen,4,10047,329.51,556652,0.0183,0.012,0.19469999999999998
2021-12-08,Zambia,62,210436,11122.02,806611,0.0426,0.0417,0.0174
2021-12-08,Zimbabwe,9027,150628,9980.54,3910000,0.259,0.19390000000000002,0.0313
2021-12-09,Afghanistan,43,157585,3955.90,4139999,0.10400000000000001,0.0942,0.04650000000000001
2021-12-09,Africa,32459,8840000,6433.37,168300000,0.1225,0.0793,0.0254
2021-12-09,Albania,222,202863,70611.79,1090000,0.38020000000000004,0.342,0.0154
2021-12-09,Algeria,177,212224,4756.61,7020000,0.1573,0.1245,0.028900000000000002
2021-12-09,Andorra,457,19272,249140.32,56628,0.7321,0.6535,0.0069
2021-12-09,Angola,14,65346,1925.70,7000000,0.2064,0.0977,0.026600000000000002
2021-12-09,Anguilla,0,1469,97123.97,10079,0.6664,0.6098,0.0027
2021-12-09,Antigua and Barbuda,0,4151,42044.81,61921,0.6272,0.5863,0.0282
2021-12-09,Argentina,2744,5350000,117328.59,37260000,0.8170999999999999,0.6769,0.0218
2021-12-09,Armenia,300,341768,115145.98,869750,0.293,0.1963,0.0227
2021-12-09,Aruba,26,16531,154214.28,83902,0.7827,0.7311,0.0106
2021-12-09,Asia,83431,82860000,17711.44,3000000000,0.6416,0.5114,0.0149
2021-12-09,Australia,1711,225625,8749.15,20180000,0.7825,0.7444,0.0092
2021-12-09,Austria,4437,1220000,134626.38,6470000,0.7155,0.6803,0.010700000000000001
2021-12-09,Azerbaijan,1315,601028,58789.77,5110000,0.4999,0.45049999999999996,0.0134
2021-12-09,Bahamas,13,22859,57591.82,154135,0.3883,0.36200000000000004,0.0308
2021-12-09,Bahrain,29,277964,158991.48,1190000,0.6817,0.6661,0.005
2021-12-09,Bangladesh,262,1580000,9491.98,65840000,0.39590000000000003,0.245,0.0177
2021-12-09,Barbados,132,26565,92333.20,154334,0.5364,0.4841,0.009300000000000001
2021-12-09,Belarus,1738,669631,70913.95,4059999,0.4304,0.32189999999999996,0.0078000000000000005
2021-12-09,Belgium,16029,1910000,164586.66,8870000,0.7629,0.7519,0.0143
2021-12-09,Belize,61,30991,76537.05,229107,0.5658,0.48590000000000005,0.0189
2021-12-09,Benin,34,24897,1999.59,1090000,0.0873,0.0704,0.006500000000000001
2021-12-09,Bermuda,0,5760,92765.57,46054,0.7417,0.7252,0.0184
2021-12-09,Bhutan,6,2648,3395.31,589482,0.7558,0.7240000000000001,0.0011
2021-12-09,Bolivia,1737,547892,46302.29,5190000,0.4389,0.36469999999999997,0.0352
2021-12-09,Bonaire Sint Eustatius and Saba,36,3109,117564.76,,,,0.0070999999999999995
2021-12-09,Bosnia and Herzegovina,649,280469,85942.25,882641,0.2705,,0.045899999999999996
2021-12-09,Botswana,538,196090,81798.24,955135,0.39840000000000003,0.22030000000000002,0.0124
2021-12-09,Brazil,8753,22180000,103657.93,164910000,0.7706999999999999,0.6492,0.0278
2021-12-09,British Virgin Islands,0,2816,92561.55,18288,0.6011,0.5490999999999999,0.013500000000000002
2021-12-09,Brunei,57,15301,34654.34,404707,0.9166,0.8318000000000001,0.0064
2021-12-09,Bulgaria,1827,711364,103146.24,1900000,0.2761,0.2652,0.041299999999999996
2021-12-09,Burkina Faso,0,16334,759.82,442769,0.0206,0.0155,0.0177
2021-12-09,Burundi,87,20610,1681.70,2259,0.0002,0.0001,0.0018
2021-12-09,Cambodia,12,120312,7099.54,14190000,0.8376,0.7986,0.024700000000000003
2021-12-09,Cameroon,0,107549,3950.48,793725,0.0292,0.0225,0.017
2021-12-09,Canada,4002,1830000,48107.21,31010000,0.8146,0.7662,0.0163
2021-12-09,Cape Verde,12,38482,68485.37,301215,0.5361,0.45289999999999997,0.0091
2021-12-09,Cayman Islands,115,7839,117883.24,58371,0.8778,0.8493999999999999,0.0012
2021-12-09,Central African Republic,0,11742,2386.59,375096,0.0762,0.0681,0.0086
2021-12-09,Chad,0,5703,337.16,205259,0.0121,0.0048,0.0317
2021-12-09,Chile,1771,1780000,92563.84,16980000,0.8835999999999999,0.8482999999999999,0.0217
2021-12-09,China,63,99517,68.91,1260000000,0.8724,0.8049,0.0466
2021-12-09,Colombia,1627,5090000,99247.53,37840000,0.738,0.5045000000000001,0.0254
2021-12-09,Comoros,2,4556,5128.00,282378,0.3178,0.2755,0.0331
2021-12-09,Congo,0,19066,3370.33,550142,0.09720000000000001,0.024,0.018799999999999997
2021-12-09,Cook Islands,0,2,113.82,12841,0.7308,0.7112,
2021-12-09,Costa Rica,200,567906,110507.91,3900000,0.7598,0.6379,0.0129
2021-12-09,Cote d'Ivoire,6,61863,2286.68,3310000,0.1222,0.0557,0.011399999999999999
2021-12-09,Croatia,4428,644206,157829.53,2220000,0.545,0.4733,0.0178
2021-12-09,Cuba,81,963428,85127.30,10210000,0.9023,0.8256,0.0086
2021-12-09,Curacao,23,17540,106434.62,103299,0.6268,0.5809000000000001,0.0103
2021-12-09,Cyprus,635,139368,155543.77,631421,0.7047,0.6587999999999999,0.0044
2021-12-09,Czechia,16229,2300000,214315.79,6740000,0.6281,0.603,0.0149
2021-12-09,Democratic Republic of Congo,33,59208,640.93,186741,0.002,0.0008,0.018799999999999997
2021-12-09,Denmark,6985,536195,92235.88,4640000,0.7978000000000001,0.7716,0.005600000000000001
2021-12-09,Djibouti,5,13514,13484.38,82858,0.0827,0.026000000000000002,0.0139
2021-12-09,Dominica,32,6208,86016.74,29064,0.40270000000000006,0.3757,0.0068000000000000005
2021-12-09,Dominican Republic,258,409490,37383.67,6910000,0.6308,0.5159,0.0103
2021-12-09,Ecuador,0,530126,29635.06,13940000,0.7791,0.6611,0.0632
2021-12-09,Egypt,803,366634,3516.59,29530000,0.2832,0.1685,0.0571
2021-12-09,El Salvador,0,119803,18378.92,4450000,0.6823999999999999,0.629,0.0316
2021-12-09,Equatorial Guinea,0,13599,9379.33,249067,0.1718,0.1376,0.0129
2021-12-09,Eritrea,50,7583,2105.53,,,,0.008199999999999999
2021-12-09,Estonia,554,226858,171189.30,832717,0.6284000000000001,0.6026,0.008100000000000001
2021-12-09,Eswatini,1084,50337,42936.14,302675,0.2582,0.2413,0.0248
2021-12-09,Ethiopia,123,372711,3161.88,8880000,0.0753,0.0123,0.0183
2021-12-09,Europe,453489,78020000,104174.72,474370000,0.6334000000000001,0.5912,0.018600000000000002
